identity_id,platform,platform_username,ou,status,role_or_group,privilege_level,last_login,mfa_enabled,api_key_age_days,department,admin_justified,token_scope
ID0055,AWS,carla-collins,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-05-10,True,139.0,IT,False,read_only
ID0055,Okta,carla.collins@socgen.com,,suspended,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,,True,,IT,False,
ID0056,AD,sandra.sanchez,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-12-06,True,,Engineering,False,
ID0056,AWS,sandra-sanchez,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-11-20,True,17.0,Engineering,False,read_only
ID0056,Okta,sandra.sanchez@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-01-02,False,,Engineering,False,
ID0057,AD,matthew.smith,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,elevated,2025-11-20,True,,Finance,False,
ID0057,AWS,matthew-smith,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-12-03,False,108.0,Finance,False,read_only
ID0057,Okta,matthew.smith@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-06-10,False,,Finance,False,
ID0058,AD,jessica.gross,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-10-19,True,,Engineering,False,
ID0058,AWS,jessica-gross,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-05-31,True,77.0,Engineering,False,read_only
ID0058,Okta,jessica.gross@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-11-18,True,,Engineering,False,
ID0059,AD,david.michael,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-10-14,True,,HR,False,
ID0059,AWS,david-michael,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-06-06,True,125.0,HR,False,read_only
ID0059,Okta,david.michael@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-12-30,False,,HR,False,
ID0060,AD,daniel.salinas,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-06-15,True,,Legal,False,
ID0060,AWS,daniel-salinas,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-08-06,False,33.0,Legal,False,read_only
ID0060,Okta,daniel.salinas@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-06-07,False,,Legal,False,
ID0061,AD,peter.dds,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2025-08-21,True,,Finance,False,
ID0061,AWS,peter-dds,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2026-04-12,True,804.0,Finance,False,read_only
ID0061,Okta,peter.dds@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-03-19,True,,Finance,False,
ID0062,AD,kevin.kennedy,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-12-30,False,,Engineering,False,
ID0062,AWS,kevin-kennedy,,inactive,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-02-11,True,108.0,Engineering,False,read_only
ID0062,Okta,kevin.kennedy@socgen.com,,suspended,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,,True,,Engineering,False,
ID0063,AD,nathan.stewart,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Sales-Staff|GG-CRM-Access,standard,2026-02-26,True,,Sales,False,
ID0063,AWS,nathan-stewart,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-05-31,True,167.0,Sales,False,read_only
ID0063,Okta,nathan.stewart@socgen.com,,suspended,Salesforce|Slack|Zoom|HubSpot,standard,,True,,Sales,False,
ID0064,AD,veronica.wall,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-10-21,True,,Engineering,False,
ID0064,AWS,veronica-wall,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-10-25,False,56.0,Engineering,False,read_only
ID0064,Okta,veronica.wall@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-02-09,True,,Engineering,False,
ID0065,AD,anthony.carter,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,elevated,2026-03-27,True,,Sales,False,
ID0065,AWS,anthony-carter,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-02-12,True,42.0,Sales,False,read_only
ID0065,Okta,anthony.carter@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2026-04-26,True,,Sales,False,
ID0066,AD,jeremiah.lopez,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-11-03,False,,IT,True,
ID0066,AWS,jeremiah-lopez,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-11-03,True,184.0,IT,True,admin
ID0066,Okta,jeremiah.lopez@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-11-03,True,,IT,True,
ID0067,AD,mark.brown,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-06-29,False,,HR,False,
ID0067,AWS,mark-brown,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-05-04,True,154.0,HR,False,read_only
ID0067,Okta,mark.brown@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-09-04,True,,HR,False,
ID0068,AD,lisa.gibbs,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-12-25,False,,HR,False,
ID0068,AWS,lisa-gibbs,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-10-04,False,18.0,HR,False,read_only
ID0068,Okta,lisa.gibbs@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-12-28,True,,HR,False,
ID0069,AD,marc.lynch,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-08-14,False,,IT,False,
ID0069,AWS,marc-lynch,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-08-14,True,736.0,IT,False,admin
ID0069,Okta,marc.lynch@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2025-08-14,False,,IT,False,
ID0070,AD,juan.moore,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-03-22,False,,Engineering,False,
ID0070,AWS,juan-moore,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-05-20,True,138.0,Engineering,False,read_only
ID0070,Okta,juan.moore@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-10-25,False,,Engineering,False,
ID0071,AD,jordan.mcdaniel,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-06-11,False,,Engineering,False,
ID0071,AWS,jordan-mcdaniel,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-04-21,True,63.0,Engineering,False,read_only
ID0071,Okta,jordan.mcdaniel@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-01-29,False,,Engineering,False,
ID0072,AD,samantha.jones,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-02-16,False,,Finance,False,
ID0072,AWS,samantha-jones,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-12-08,True,172.0,Finance,False,read_only
ID0072,Okta,samantha.jones@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-06-06,False,,Finance,False,
ID0073,AD,terri.mason,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2026-01-05,True,,HR,False,
ID0073,AWS,terri-mason,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-05-08,True,91.0,HR,False,read_only
ID0073,Okta,terri.mason@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-12-28,True,,HR,False,
ID0074,AD,allison.perez,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-08-19,False,,Legal,False,
ID0074,AWS,allison-perez,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-02-20,True,133.0,Legal,False,read_only
ID0074,Okta,allison.perez@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-05-08,True,,Legal,False,
ID0075,AD,matthew.moon,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Legal-Staff|GG-DLP-Policy,standard,2025-07-02,False,,Legal,False,
ID0075,AWS,matthew-moon,,inactive,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-03,True,126.0,Legal,False,read_only
ID0075,Okta,matthew.moon@socgen.com,,suspended,SharePoint|Slack|DocuSign|Relativity,standard,,True,,Legal,False,
ID0076,AD,michael.hodge,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2026-02-27,False,,Legal,False,
ID0076,AWS,michael-hodge,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-07-16,False,79.0,Legal,False,read_only
ID0076,Okta,michael.hodge@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-12-14,False,,Legal,False,
ID0077,AD,david.wilson,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-09-10,False,,Engineering,False,
ID0077,AWS,david-wilson,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-09-12,True,191.0,Engineering,False,read_only
ID0077,Okta,david.wilson@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-12-22,False,,Engineering,False,
ID0078,AD,peter.garrett,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-02-02,False,,Finance,False,
ID0078,AWS,peter-garrett,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-06-16,True,31.0,Finance,False,read_only
ID0078,Okta,peter.garrett@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-01-10,True,,Finance,False,
ID0079,AD,mark.lloyd,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-06-05,True,,HR,False,
ID0079,AWS,mark-lloyd,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-10-16,True,190.0,HR,False,read_only
ID0079,Okta,mark.lloyd@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-09-25,True,,HR,False,
ID0080,AD,bruce.collier,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-04-30,True,,Engineering,False,
ID0080,AWS,bruce-collier,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-03-21,True,93.0,Engineering,False,read_only
ID0080,Okta,bruce.collier@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-06-13,True,,Engineering,False,
ID0081,AD,juan.reyes,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-01-31,True,,Engineering,False,
ID0081,AWS,juan-reyes,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-01-22,False,142.0,Engineering,False,read_only
ID0081,Okta,juan.reyes@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-04-17,False,,Engineering,False,
ID0082,AD,diane.evans,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-04-29,True,,Finance,False,
ID0082,AWS,diane-evans,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-10-18,True,121.0,Finance,False,read_only
ID0082,Okta,diane.evans@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2025-12-28,True,,Finance,False,
ID0083,AD,frank.lopez,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-04-23,True,,Engineering,False,
ID0083,AWS,frank-lopez,,inactive,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-08-29,False,19.0,Engineering,False,read_only
ID0083,Okta,frank.lopez@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,,True,,Engineering,False,
ID0084,AD,matthew.hoover,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2026-04-05,False,,Sales,False,
ID0084,AWS,matthew-hoover,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-04-21,False,620.0,Sales,False,read_only
ID0084,Okta,matthew.hoover@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2025-11-19,True,,Sales,False,
ID0085,AD,thomas.smith,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2025-05-19,False,,Finance,False,
ID0085,AWS,thomas-smith,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2026-01-19,False,114.0,Finance,False,read_only
ID0085,Okta,thomas.smith@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2025-11-13,True,,Finance,False,
ID0086,AD,jennifer.miller,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-09-02,True,,Engineering,False,
ID0086,AWS,jennifer-miller,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2026-05-01,True,190.0,Engineering,False,read_only
ID0086,Okta,jennifer.miller@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-03-04,True,,Engineering,False,
ID0087,AD,amanda.jones,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-07-17,True,,HR,False,
ID0087,AWS,amanda-jones,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-09-11,True,45.0,HR,False,read_only
ID0087,Okta,amanda.jones@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-04-01,True,,HR,False,
ID0088,AD,michael.berger,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2025-11-23,False,,Sales,False,
ID0088,AWS,michael-berger,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2026-01-22,True,121.0,Sales,False,read_only
ID0088,Okta,michael.berger@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2026-02-22,True,,Sales,False,
ID0089,AD,michael.white,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",disabled,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2025-07-04,True,,Finance,False,
ID0089,AWS,michael-white,,inactive,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-08-23,False,161.0,Finance,False,read_only
ID0089,Okta,michael.white@socgen.com,,suspended,SAP S4HANA|Workday|Slack|Concur,standard,,False,,Finance,False,
ID0090,AD,david.scott,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk,standard,2026-04-23,True,,IT,False,
ID0090,AWS,david-scott,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-04-23,True,69.0,IT,False,read_only
ID0090,Okta,david.scott@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk,standard,2026-05-15,True,,IT,False,
ID0091,AD,victoria.evans,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,elevated,2026-03-28,False,,HR,False,
ID0091,AWS,victoria-evans,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-03-06,True,146.0,HR,False,read_only
ID0091,Okta,victoria.evans@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-11-08,True,,HR,False,
ID0092,AD,james.howard,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2025-10-24,False,,IT,True,
ID0092,AWS,james-howard,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-10-07,False,70.0,IT,True,admin
ID0092,Okta,james.howard@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-10-11,False,,IT,True,
ID0093,AD,natasha.wall,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access|GG-Domain-Admins,admin,2026-05-10,True,,HR,False,
ID0093,AWS,natasha-wall,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-01-06,False,189.0,HR,False,admin
ID0093,Okta,natasha.wall@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-02-12,True,,HR,False,
ID0094,AD,michelle.hopkins,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2026-05-05,True,,Finance,False,
ID0094,AWS,michelle-hopkins,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2025-08-24,True,148.0,Finance,False,read_only
ID0094,Okta,michelle.hopkins@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-02-03,True,,Finance,False,
ID0095,AD,ann.phillips,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access|GG-Domain-Admins,admin,2025-09-23,True,,HR,False,
ID0095,AWS,ann-phillips,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-09-23,True,167.0,HR,False,admin
ID0095,Okta,ann.phillips@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-09-23,False,,HR,False,
ID0096,AD,dawn.summers,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-07-30,False,,Legal,False,
ID0096,AWS,dawn-summers,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-12-24,True,121.0,Legal,False,read_only
ID0096,Okta,dawn.summers@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-01-01,True,,Legal,False,
ID0097,AD,vincent.dalton,"OU=Sales,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Sales-Staff|GG-CRM-Access,standard,2025-07-12,True,,Sales,False,
ID0097,AWS,vincent-dalton,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-22,False,85.0,Sales,False,read_only
ID0097,Okta,vincent.dalton@socgen.com,,active,Salesforce|Slack|Zoom|HubSpot,standard,2025-10-10,True,,Sales,False,
ID0098,AD,jacob.curry,"OU=Finance,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Finance-Staff|GG-SAP-Users|GG-ReadOnly-FS,standard,2025-07-16,False,,Finance,False,
ID0098,AWS,jacob-curry,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,standard,2026-06-02,True,141.0,Finance,False,read_only
ID0098,Okta,jacob.curry@socgen.com,,active,SAP S4HANA|Workday|Slack|Concur,standard,2026-05-06,True,,Finance,False,
ID0099,AD,leonard.holland,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-02-11,False,,Engineering,False,
ID0099,AWS,leonard-holland,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-04-04,False,779.0,Engineering,False,read_only
ID0099,Okta,leonard.holland@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-06-20,False,,Engineering,False,
ID0100,AD,audrey.dds,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access,standard,2025-11-21,True,,HR,False,
ID0100,AWS,audrey-dds,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-08-06,True,93.0,HR,False,read_only
ID0100,Okta,audrey.dds@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2025-11-06,True,,HR,False,
ID0101,AD,mary.bass,"OU=IT,OU=Privileged,DC=corp,DC=socgen,DC=com",active,GG-IT-Staff|GG-Infra-Ops|GG-ServiceDesk|GG-Domain-Admins,admin,2026-03-08,False,,IT,True,
ID0101,AWS,mary-bass,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2025-11-08,False,74.0,IT,True,admin
ID0101,Okta,mary.bass@socgen.com,,active,AWS SSO|GitHub Enterprise|ServiceNow|Slack|CyberArk|Okta Admin Console,admin,2025-10-15,True,,IT,True,
ID0102,AD,david.cox,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2026-06-06,True,,Engineering,False,
ID0102,AWS,david-cox,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-09-11,True,80.0,Engineering,False,read_only
ID0102,Okta,david.cox@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2025-09-11,False,,Engineering,False,
ID0103,AD,daniel.fowler,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2026-05-04,True,,Legal,False,
ID0103,AWS,daniel-fowler,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-10-27,True,30.0,Legal,False,read_only
ID0103,Okta,daniel.fowler@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2026-04-03,False,,Legal,False,
ID0104,AD,kristen.willis,"OU=Legal,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Legal-Staff|GG-DLP-Policy,standard,2025-06-19,False,,Legal,False,
ID0104,AWS,kristen-willis,,active,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,standard,2025-11-20,True,70.0,Legal,False,read_only
ID0104,Okta,kristen.willis@socgen.com,,active,SharePoint|Slack|DocuSign|Relativity,standard,2025-10-22,True,,Legal,False,
ID0105,AD,rebecca.rodriguez,"OU=Engineering,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-Dev-Staff|GG-Git-Users|GG-VPN-Access,standard,2025-10-30,True,,Engineering,False,
ID0105,AWS,rebecca-rodriguez,,active,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess|arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess|arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,standard,2025-10-03,False,154.0,Engineering,False,read_only
ID0105,Okta,rebecca.rodriguez@socgen.com,,active,GitHub Enterprise|AWS SSO|Jira|Slack|Confluence,standard,2026-04-12,True,,Engineering,False,
ID0106,AD,cameron.fisher,"OU=HR,OU=Users,DC=corp,DC=socgen,DC=com",active,GG-HR-Staff|GG-HRIS-Access|GG-Domain-Admins,admin,2026-01-30,False,,HR,False,
ID0106,AWS,cameron-fisher,,active,arn:aws:iam::aws:policy/AdministratorAccess,admin,2026-02-04,True,130.0,HR,False,admin
ID0106,Okta,cameron.fisher@socgen.com,,active,Workday|Slack|ServiceNow|BambooHR,standard,2026-01-27,True,,HR,False,
