identity_id,name,email,type,department,hire_date,termination_date,is_terminated,last_role_change_date,manager
ID0296,Casey Johnson,halljeffery@woods.com,employee,IT,2021-07-04,,False,2023-11-26,
ID0297,Christopher Lang,brian29@stark.com,employee,HR,2018-07-09,,False,,
ID0298,Jacqueline Mcmahon,vwillis@morris-daugherty.biz,employee,Legal,2020-08-29,2023-04-07,True,2021-11-15,
ID0299,Toni Banks,jasminehoffman@buchanan.com,employee,Engineering,2021-10-19,,False,,
ID0300,Nicholas Phillips,jessicarush@myers.com,employee,Sales,2019-09-06,,False,,
ID0301,Evan Lamb,daniellegarcia@yahoo.com,contractor,External,2025-03-28,2025-11-29,True,,ID0047
ID0302,Patrick Young,gary15@yahoo.com,contractor,External,2026-03-31,,False,,ID0039
ID0303,Daniel Steele,jonathan10@gmail.com,contractor,External,2025-07-07,2026-05-28,True,,ID0033
ID0304,Nicholas Costa,ysnyder@yahoo.com,contractor,External,2025-10-17,2026-07-20,True,,ID0015
ID0305,Ashley Mendoza,franciscojones@gmail.com,contractor,External,2026-02-01,2026-12-12,True,,ID0024
ID0306,Fernando Lynn,petersonpamela@gmail.com,contractor,External,2026-01-25,,False,,ID0037
ID0307,Kimberly Villanueva,morgantricia@yahoo.com,contractor,External,2025-10-03,,False,,ID0036
ID0308,Jessica Valdez,gmoore@yahoo.com,contractor,External,2024-08-24,,False,,ID0042
ID0309,Colton Terry,donna43@gmail.com,contractor,External,2024-10-29,2025-04-13,True,,ID0002
ID0310,Kenneth Larsen,briansmith@gmail.com,contractor,External,2025-11-19,2026-05-26,True,,ID0022
ID0311,Matthew Greene,collinclark@hotmail.com,contractor,External,2025-05-28,2025-09-08,True,,ID0037
ID0312,Bradley Anthony,kristen77@hotmail.com,contractor,External,2024-07-18,,False,,ID0010
ID0313,Martin Hughes,nicole52@yahoo.com,contractor,External,2024-08-12,,False,,ID0006
ID0314,Jeremiah Baker,anne21@gmail.com,contractor,External,2024-11-25,2025-07-27,True,,ID0030
ID0315,Rhonda Gutierrez,angelarandall@hotmail.com,contractor,External,2025-06-07,2025-12-13,True,,ID0047
ID0316,Joseph Camacho,parmstrong@yahoo.com,contractor,External,2025-06-24,,False,,ID0037
ID0317,James Nash,shawrachel@hotmail.com,contractor,External,2024-09-19,2024-11-14,True,,ID0010
ID0318,Lisa Martinez,kthompson@gmail.com,contractor,External,2025-12-12,,False,,ID0004
ID0319,Beth Henderson,oharris@gmail.com,contractor,External,2024-07-01,2025-03-14,True,,ID0043
ID0320,Deanna Bartlett,millerangela@hotmail.com,contractor,External,2025-03-14,,False,,ID0029
ID0321,Donald Ellis,buchanancindy@hotmail.com,contractor,External,2025-03-24,2026-01-10,True,,ID0008
ID0322,Ashley Hernandez,buckleyanna@gmail.com,contractor,External,2025-06-03,,False,,ID0019
ID0323,Sharon Beard,pbaker@yahoo.com,contractor,External,2024-06-27,,False,,ID0032
ID0324,Kara Jackson,mthomas@hotmail.com,contractor,External,2024-11-29,,False,,ID0003
ID0325,Amanda Preston,hannah07@yahoo.com,contractor,External,2025-10-09,2026-09-10,True,,ID0004
ID0326,Alicia Roth,larry71@gmail.com,contractor,External,2026-05-15,2026-09-30,True,,ID0050
ID0327,William Ramos,joseph69@hotmail.com,contractor,External,2026-01-02,,False,,ID0019
ID0328,Jeremy Mcintyre,wfigueroa@hotmail.com,contractor,External,2025-06-21,2026-04-01,True,,ID0048
ID0329,Samantha Robertson,cameronmckinney@yahoo.com,contractor,External,2025-03-08,2025-10-18,True,,ID0035
ID0330,Samuel Suarez,thompsonnancy@gmail.com,contractor,External,2025-09-29,,False,,ID0043
ID0331,Danielle Bryant,janet45@yahoo.com,contractor,External,2025-05-25,2025-07-15,True,,ID0028
ID0332,Madison Martinez,allentracy@yahoo.com,contractor,External,2026-05-03,,False,,ID0005
ID0333,Seth Matthews,max41@yahoo.com,contractor,External,2025-07-06,,False,,ID0037
ID0334,Anthony Nash,mercedesholland@hotmail.com,contractor,External,2025-04-03,,False,,ID0027
ID0335,Matthew Palmer,wellsdavid@gmail.com,contractor,External,2025-07-30,2025-09-08,True,,ID0021
ID0336,Alejandra King,jennifer46@yahoo.com,contractor,External,2025-11-28,,False,,ID0040
ID0337,Judy Robinson,erica96@hotmail.com,contractor,External,2025-02-05,,False,,ID0024
ID0338,Jorge Bates,anna99@yahoo.com,contractor,External,2026-02-21,,False,,ID0007
ID0339,Brian Brown,danielle44@hotmail.com,contractor,External,2025-09-15,,False,,ID0026
ID0340,Stephanie Evans,zacharyallen@gmail.com,contractor,External,2024-12-02,2025-06-08,True,,ID0048
ID0341,Rebekah Greene,erin07@yahoo.com,contractor,External,2025-06-09,2025-10-03,True,,ID0005
ID0342,Jason Price,aguilarwanda@gmail.com,contractor,External,2024-12-16,,False,,ID0034
ID0343,Micheal Parks,qknox@yahoo.com,contractor,External,2024-12-16,2025-07-12,True,,ID0023
ID0344,Sarah Pittman,kellyruiz@hotmail.com,contractor,External,2024-07-31,,False,,ID0016
ID0345,Robert Hines,staceylam@hotmail.com,contractor,External,2026-02-06,2026-06-17,True,,ID0012
ID0346,Henry Garner,robert55@yahoo.com,contractor,External,2024-09-13,2025-09-13,True,,ID0005
ID0347,Julie Wilson,delacruzbrandy@hotmail.com,contractor,External,2025-11-22,,False,,ID0041
ID0348,Steve Mason,amoreno@gmail.com,contractor,External,2025-01-02,,False,,ID0037
ID0349,Brittany Gay,robert97@gmail.com,contractor,External,2024-10-06,,False,,ID0037
ID0350,Mike Maxwell,lcook@yahoo.com,contractor,External,2024-08-02,,False,,ID0040
ID0351,svc-protect-test,,service_account,Engineering,2024-05-31,,False,,ID0010
ID0352,svc-article-prod,,service_account,Engineering,2023-10-05,,False,,ID0029
ID0353,svc-above-dev,,service_account,Engineering,2022-09-07,,False,,ID0038
ID0354,svc-live-dev,,service_account,IT,2025-11-28,,False,,ID0020
ID0355,svc-eye-dev,,service_account,IT,2023-08-21,,False,,ID0004
ID0356,svc-determine-dev,,service_account,IT,2024-02-27,,False,,ID0042
ID0357,svc-sort-test,,service_account,Engineering,2025-09-20,,False,,ID0030
ID0358,svc-staff-test,,service_account,IT,2022-12-21,,False,,ID0029
ID0359,svc-concern-test,,service_account,IT,2021-09-07,,False,,ID0021
ID0360,svc-part-dev,,service_account,IT,2022-10-31,,False,,ID0004
ID0361,svc-south-prod,,service_account,Engineering,2023-09-13,,False,,ID0046
ID0362,svc-cold-test,,service_account,IT,2025-10-02,,False,,ID0003
ID0363,svc-might-test,,service_account,Engineering,2024-11-01,,False,,ID0029
ID0364,svc-stock-test,,service_account,IT,2023-04-15,,False,,ID0024
ID0365,svc-source-dev,,service_account,Engineering,2024-02-19,,False,,ID0027
ID0366,svc-state-dev,,service_account,IT,2021-11-18,,False,,ID0041
ID0367,svc-behavior-dev,,service_account,IT,2022-08-06,,False,,ID0022
ID0368,svc-carry-test,,service_account,Engineering,2025-09-11,,False,,ID0019
ID0369,svc-possible-test,,service_account,IT,2024-10-23,,False,,ID0022
ID0370,svc-leader-test,,service_account,IT,2025-10-08,,False,,ID0023
ID0371,svc-property-test,,service_account,Engineering,2024-06-26,,False,,ID0009
ID0372,svc-laugh-test,,service_account,IT,2022-11-21,,False,,ID0020
ID0373,svc-international-dev,,service_account,Engineering,2023-02-03,,False,,ID0009
ID0374,svc-laugh-test,,service_account,IT,2022-06-20,,False,,ID0042
ID0375,svc-me-dev,,service_account,Engineering,2022-06-19,,False,,ID0002
ID0376,svc-identify-dev,,service_account,IT,2024-03-11,,False,,ID0014
ID0377,svc-above-dev,,service_account,IT,2024-04-23,,False,,ID0015
ID0378,svc-always-prod,,service_account,IT,2025-06-15,,False,,ID0019
ID0379,svc-none-prod,,service_account,IT,2021-10-21,,False,,ID0043
ID0380,svc-decision-test,,service_account,IT,2024-05-03,,False,,ID0039
ID0381,svc-side-prod,,service_account,IT,2024-02-11,,False,,ID0012
ID0382,svc-hour-test,,service_account,IT,2021-07-25,,False,,ID0047
ID0383,svc-address-prod,,service_account,Engineering,2023-10-09,,False,,ID0024
ID0384,svc-wait-test,,service_account,IT,2022-06-07,,False,,ID0029
ID0385,svc-fund-dev,,service_account,Engineering,2022-10-20,,False,,ID0015
ID0386,svc-sometimes-prod,,service_account,Engineering,2023-03-26,,False,,ID0031
ID0387,svc-these-prod,,service_account,Engineering,2021-07-17,,False,,ID0044
ID0388,svc-nice-dev,,service_account,Engineering,2023-01-10,,False,,ID0050
ID0389,svc-cut-dev,,service_account,Engineering,2024-08-23,,False,,ID0011
ID0390,svc-affect-prod,,service_account,IT,2021-08-24,,False,,ID0017
ID0391,svc-require-test,,service_account,Engineering,2025-12-07,,False,,ID0024
ID0392,svc-above-prod,,service_account,IT,2023-02-12,,False,,ID0019
ID0393,svc-produce-prod,,service_account,Engineering,2025-10-03,,False,,ID0029
ID0394,svc-similar-prod,,service_account,Engineering,2023-05-07,,False,,ID0006
ID0395,svc-energy-dev,,service_account,Engineering,2024-12-24,,False,,ID0002
ID0396,svc-draw-prod,,service_account,Engineering,2023-11-25,,False,,ID0033
ID0397,svc-rule-prod,,service_account,Engineering,2024-02-17,,False,,ID0006
ID0398,svc-understand-prod,,service_account,IT,2024-02-15,,False,,ID0021
ID0399,svc-guy-test,,service_account,Engineering,2025-09-02,,False,,ID0010
ID0400,svc-forget-prod,,service_account,Engineering,2025-06-15,,False,,ID0031
